,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
437,2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,2021-05-25,0.90617216,0.89996684,0.90520924,0.9097274,0.9116106,0.9155937,0.91423416,0.9097204,0.9113257,0.9122823,0.9117664,0.90552795,0.9098612,0.90858996,0.90753126,0.9109971,0.9118555,0.9014143,0.89716005,0.901318,0.91076046,0.91650295,0.8687086,,0.90657747,0.9077243,0.9103183,0.9087828,,0.88201845,,,,0.81623906,,0.91164064,,,,,,0.92334163,0.9217423,0.9217423,0.8710711,0.90792036,0.9096665,0.9110281,,,,0.91877544,,,0.92117965,0.8979321,0.9128648,,0.9096344,,,,0.92039603,0.92196363,0.92196363,0.92061937,0.9083759,0.90920657,,0.90908027,,,0.9215723,0.9211011,0.9211011,0.9214641,0.9183487,0.911349,0.91462165,0.9144063,0.91678685,0.91871035,0.91878647,0.92004913,0.9182122,0.9182122,0.9178924,0.91944575,0.90973425,0.91301197,0.91818774,0.919753,0.9171064,0.91627145,0.9159965,0.9159965,0.9174722,0.91888607,0.9198632,0.9102663,0.9138769,0.91926175,,,0.909292,0.9117284,0.9117284,0.9141569,0.9145976,0.91730607,0.895307,0.9105813,0.9175085,0.9153087,0.91121256,0.9094171,0.91008383,0.91008383,0.9117368,0.9089092,0.91441303
439,2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,2021-06-08,0.9085847,0.91110176,0.9146571,0.9181476,0.9181967,0.9222598,0.92068994,0.91567796,0.91551894,0.9191464,0.9209374,0.9123237,0.91781276,0.91338706,0.91494983,0.9173874,0.91481405,0.90250885,0.89971256,0.90309316,0.91490984,0.9239928,0.88456464,0.89524937,0.9140789,0.9142927,0.9177168,0.91611284,0.8997519,0.8831112,0.8906693,0.9128067,0.92069507,0.8335806,0.88239074,0.9171116,0.9159537,0.91703266,0.91714585,0.8967174,0.9138857,0.9258455,0.92801124,0.92801124,0.8815457,0.9159223,0.92058104,0.917725,0.9120238,0.9178279,0.9164571,0.92345846,0.92772865,0.92772865,0.9276598,0.9093536,0.9221892,0.9215578,0.9155775,0.9202419,0.92515606,0.92379767,0.92534447,0.92746985,0.92746985,0.92709273,0.92097515,0.91937447,0.9162568,0.91443074,0.92452943,0.92465675,0.9262616,0.92691374,0.92691374,0.92674196,0.92638886,0.9205209,0.92107373,0.9195206,0.92283744,0.9260252,0.92706376,0.9271173,0.9244979,0.9244979,0.9269897,0.9255824,0.9188943,0.9221839,0.92482495,0.92801684,0.9227121,0.92387664,0.9237112,0.9237112,0.9249187,0.92728496,0.926237,0.92561156,0.9211486,0.92680943,0.9248463,0.91863066,0.91366285,0.9166823,0.9166823,0.92052585,0.92156196,0.9230175,0.9013112,0.92047286,0.9231026,0.9240642,0.91647565,0.91596264,0.9167939,0.9167939,0.9186511,0.916376,0.91813135
441,2021-06-15,0.9085847,0.91110176,0.9146571,0.9181476,0.9181967,0.9222598,0.92068994,0.91567796,0.91551894,0.9191464,0.9209374,0.9123237,0.91781276,0.91338706,0.91494983,0.9173874,0.91481405,0.90250885,0.89971256,0.90309316,0.91490984,0.9239928,0.88456464,0.89524937,0.9140789,0.9142927,0.9177168,0.91611284,0.8997519,0.8831112,0.8906693,0.9128067,0.92069507,0.8335806,0.88239074,0.9171116,0.9159537,0.91703266,0.91714585,0.8967174,0.9138857,0.9258455,0.92801124,0.92801124,0.8815457,0.9159223,0.92058104,0.917725,0.9120238,0.9178279,0.9164571,0.92345846,0.92772865,0.92772865,0.9276598,0.9093536,0.9221892,0.9215578,0.9155775,0.9202419,0.92515606,0.92379767,0.92534447,0.92746985,0.92746985,0.92709273,0.92097515,0.91937447,0.9162568,0.91443074,0.92452943,0.92465675,0.9262616,0.92691374,0.92691374,0.92674196,0.92638886,0.9205209,0.92107373,0.9195206,0.92283744,0.9260252,0.92706376,0.9271173,0.9244979,0.9244979,0.9269897,0.9255824,0.9188943,0.9221839,0.92482495,0.92801684,0.9227121,0.92387664,0.9237112,0.9237112,0.9249187,0.92728496,0.926237,0.92561156,0.9211486,0.92680943,0.9248463,0.91863066,0.91366285,0.9166823,0.9166823,0.92052585,0.92156196,0.9230175,0.9013112,0.92047286,0.9231026,0.9240642,0.91647565,0.91596264,0.9167939,0.9167939,0.9186511,0.916376,0.91813135
442,2021-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,2021-06-29,0.87985265,0.87831646,0.88440937,0.8893733,0.88957584,0.8928819,0.89003336,0.8835277,0.88419104,0.8899502,0.8967633,0.87868303,0.89399755,0.88454986,0.888266,0.88862306,0.8863156,0.86977637,0.86315495,0.8727028,0.8863266,0.9030223,0.8510833,0.85329604,0.8858681,0.8876087,0.8891592,0.8871634,0.87047666,0.84917134,0.8562305,0.8882191,0.89213896,0.8173337,0.85014886,0.8901498,0.89072233,0.89188915,0.8905398,0.8592584,0.88170016,0.8984331,0.8918945,0.8918945,0.853371,0.88806087,0.893186,0.8914114,0.8807192,0.8894038,0.8819043,0.8949534,0.8985433,0.8985433,0.89561135,0.8822257,0.89514107,0.8961781,0.88847613,0.88861936,0.8982308,0.897255,0.8988844,0.90155613,0.90155613,0.8991811,0.89371586,0.8912587,0.89107317,0.88317984,0.89656633,0.89998674,0.90002304,0.9030759,0.9030759,0.9027722,0.8992857,0.89247143,0.8930402,0.89316136,0.89251465,0.89786977,0.8981568,0.899782,0.9013813,0.9013813,0.8972441,0.89275086,0.8889858,0.8953697,0.8981555,0.8982212,0.8904512,0.8912592,0.8901408,0.8901408,0.8953468,0.8958585,0.8946462,0.8919619,0.891861,0.8958441,0.89319766,0.8833004,0.8797751,0.8830051,0.8830051,0.8872631,0.88840604,0.89244264,0.8708815,0.88936776,0.8922912,0.885365,0.88019437,0.8791973,0.8815191,0.8815191,0.88556165,0.88322043,0.8845756
444,2021-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,2021-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,2021-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,2021-07-27,0.86873317,0.86051476,0.86477387,0.86643994,0.8681184,0.87552094,0.87032574,0.86070645,0.8594351,0.86889625,0.8792605,0.8615355,0.867049,0.86732274,0.86814606,0.8704248,0.86341447,0.8494658,0.845694,0.8515595,0.8732334,0.88497484,0.8265827,0.85476196,0.86957836,0.8730141,0.8753833,0.87026787,0.8528367,0.8330412,0.84696114,0.8730877,0.88020426,0.7678872,0.8588169,0.87772,0.8768046,0.878899,0.87751496,0.85195965,0.86629105,0.88710004,0.8906933,0.8906933,0.83923525,0.87453496,0.87998533,0.8780725,0.8684469,0.8743663,0.87265736,0.8810237,0.8885562,0.8885562,0.89001536,0.865608,0.88263655,0.8814474,0.8704829,0.87770665,0.88544536,0.88141507,0.88353115,0.8886698,0.8886698,0.8891715,0.8798737,0.87676716,0.8769751,0.8671186,0.8846441,0.8835114,0.8837303,0.88605183,0.88605183,0.88830715,0.88423747,0.8804559,0.8816107,0.88191164,0.87551844,0.8821903,0.8844665,0.8825236,0.8824587,0.8824587,0.8777082,0.8707016,0.877075,0.8832451,0.8849014,0.88211244,0.8777834,0.87261873,0.8698456,0.8698456,0.87218463,0.8680512,0.872564,0.8696375,0.87817776,0.88089037,0.8759662,0.86187667,0.85571367,0.8611012,0.8611012,0.8651418,0.8660191,0.87106204,0.85313594,0.87380445,0.8773789,0.8674423,0.8565858,0.85917705,0.86158836,0.86158836,0.86345625,0.86140573,0.8639306
448,2021-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,2021-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2021-08-17,0.87257874,0.86507434,0.86768174,0.87218523,0.8719672,0.87830526,0.8689979,0.85385036,0.8592126,0.87633365,0.8812192,0.86454505,0.878433,0.87387955,0.874201,0.8762045,0.86963904,0.85012156,0.83765835,0.84187657,0.87441117,0.89528817,0.8380065,0.8473771,0.8781363,0.8796855,0.88051146,0.8742161,0.8460812,0.82511663,0.8250398,0.8756684,0.8813109,0.81300366,0.84133345,0.8852402,0.8849271,0.8857953,0.8815127,0.8458469,0.8610197,0.8857246,0.89013624,0.89013624,0.84694046,0.87961733,0.88833356,0.8870797,0.8594325,0.87719554,0.8693125,0.8798818,0.8910046,0.8910046,0.8932043,0.8740456,0.8864364,0.886394,0.87611747,0.87249297,0.8846733,0.8831337,0.88745624,0.89235467,0.89235467,0.8916834,0.88868034,0.88070124,0.88099545,0.86711395,0.88288975,0.8855549,0.8813565,0.8863809,0.8863809,0.8917892,0.88967377,0.8853357,0.8841905,0.8813075,0.87042826,0.8842574,0.88091725,0.8838729,0.8859113,0.8859113,0.88220394,0.87330496,0.8779757,0.8858756,0.88842666,0.8809625,0.87273383,0.8738693,0.87017244,0.87017244,0.87368155,0.87392896,0.87846553,0.8746019,0.8817479,0.8839034,0.87896407,0.8628509,0.8606005,0.8640088,0.8640088,0.8657343,0.8645253,0.87354916,0.8579457,0.8760865,0.8799172,0.8700909,0.8608858,0.86015135,0.8611617,0.8611617,0.8659755,0.8634849,0.8611977
451,2021-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,2021-08-31,0.87943894,0.8736104,0.87555724,0.8843757,0.88821656,0.88753366,0.8859385,0.8775142,0.87962687,0.8885404,0.8958441,0.88176394,0.8874054,0.882144,0.8860443,0.88900083,0.88554853,0.8738619,0.8628975,0.86313474,0.8881683,0.9037878,0.85683966,0.8721569,0.88931394,0.88873726,0.8922569,0.89034307,0.8742481,0.8527503,0.8594076,0.89076996,0.89659005,0.7919484,0.8738967,0.89464724,0.89508426,0.8960189,0.89421374,0.8729884,0.8834901,0.9016558,0.9061697,0.9061697,0.86557996,0.89219594,0.8961369,0.89564013,0.8862818,0.8942651,0.8900983,0.8976907,0.9034356,0.9034356,0.9046467,0.882065,0.8977158,0.89664537,0.8878387,0.8943738,0.9014577,0.89805615,0.899981,0.9038693,0.9038693,0.90433633,0.8968731,0.891573,0.8915849,0.8838749,0.8994553,0.899266,0.8985549,0.90224135,0.90224135,0.90709335,0.90090555,0.89477164,0.89368147,0.8938564,0.8896367,0.8984461,0.89857936,0.8968727,0.899516,0.899516,0.8918424,0.89309794,0.89092034,0.894806,0.8969805,0.89542603,0.88975817,0.88539,0.88729304,0.88729304,0.8872932,0.8837828,0.8936991,0.8813617,0.89169174,0.8954071,0.89285815,0.8825224,0.8755629,0.8773488,0.8773488,0.88110703,0.8809269,0.887403,0.87230915,0.88867694,0.8899475,0.8844905,0.8745021,0.87561786,0.87817335,0.87817335,0.8801602,0.88344055,0.8824367
453,2021-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2021-09-14,0.76302326,0.760699,0.75999415,0.770633,0.77084845,0.73691535,0.7027766,0.7493537,0.76806366,0.8058093,0.7899072,0.7724652,0.78477675,0.77217495,0.7837305,0.7889448,0.7783531,0.77350545,0.7698296,0.7838559,0.8061072,0.8013835,0.751391,0.7742754,0.7902616,0.7932029,0.7971967,0.78447765,0.7721643,0.7762839,0.7935827,0.8173126,0.82726425,0.73085153,0.7762585,0.8034516,0.80450726,0.79886746,0.7823434,0.7715817,0.78686106,0.8288387,0.8263005,0.8263005,0.7439246,0.787919,0.79700124,0.79730886,0.77060914,0.76339126,0.76456565,0.7984476,0.82277566,0.82277566,0.81951845,0.7537141,0.7866555,0.7818757,0.76777,0.78047466,0.78425723,0.77639437,0.7916284,0.81120825,0.81120825,0.8031227,0.7658064,0.7725029,0.7721331,0.76083255,0.79248136,0.78863364,0.78823984,0.80286926,0.80286926,0.80898815,0.78386486,0.76959634,0.7748087,0.7740202,0.7745606,0.79174095,0.7817301,0.778111,0.7708247,0.7708247,0.7710762,0.74005896,0.763634,0.767952,0.76955056,0.7643695,0.7518151,0.75159633,0.75307906,0.75307906,0.7553087,0.7356091,0.7558957,0.7361643,0.7292456,0.73071206,0.72003675,0.7071371,0.727176,0.74106354,0.74106354,0.77169484,0.7511354,0.7706534,0.6577246,0.63426137,0.6556878,0.6666419,0.70758355,0.7406177,0.73502845,0.73502845,0.7776389,0.77589905,0.77644306
455,2021-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2021-09-28,0.7069914,0.70355964,0.7204447,0.7268007,0.71419674,0.68012464,0.6583815,0.67275757,0.6800106,0.6701405,0.6935707,0.7097694,0.71668136,0.71802366,0.72329706,0.7275329,0.72235924,0.7203601,0.70089316,0.67580456,0.64845055,0.6355311,0.7027398,0.7143592,0.7260489,0.7260738,0.731097,0.7244429,0.72110796,0.7085625,0.67591363,0.61783594,0.6527927,0.69397724,0.7182866,0.73126817,0.7268814,0.7335182,0.72550166,0.7224501,0.7283875,0.73076093,0.6682732,0.6682732,0.70003766,0.72660404,0.7314774,0.73405427,0.73835015,0.7349138,0.73390615,0.7396959,0.73926884,0.73926884,0.685025,0.7190035,0.74060893,0.74473566,0.7350755,0.7336878,0.73484623,0.7362483,0.7398064,0.73559755,0.73559755,0.7049202,0.7417977,0.73334646,0.7339474,0.72416675,0.72780794,0.73203653,0.730004,0.7342743,0.7342743,0.72541845,0.7134083,0.72613543,0.7247729,0.71951455,0.71281356,0.7171368,0.72041076,0.720213,0.7050299,0.7050299,0.69771326,0.6966989,0.7153283,0.7161051,0.7131163,0.7038133,0.69860303,0.6922652,0.69266987,0.69266987,0.69403,0.6961006,0.70600235,0.70102096,0.7104625,0.70625013,0.68094707,0.67443734,0.6714504,0.68491775,0.68491775,0.6829045,0.6986708,0.7127859,0.69155806,0.7103209,0.7028779,0.67022485,0.6676027,0.66653645,0.6765715,0.6765715,0.68333715,0.69099957,0.70727044
457,2021-10-05,0.7069914,0.70355964,0.7204447,0.7268007,0.71419674,0.68012464,0.6583815,0.67275757,0.6800106,0.6701405,0.6935707,0.7097694,0.71668136,0.71802366,0.72329706,0.7275329,0.72235924,0.7203601,0.70089316,0.67580456,0.64845055,0.6355311,0.7027398,0.7143592,0.7260489,0.7260738,0.731097,0.7244429,0.72110796,0.7085625,0.67591363,0.61783594,0.6527927,0.69397724,0.7182866,0.73126817,0.7268814,0.7335182,0.72550166,0.7224501,0.7283875,0.73076093,0.6682732,0.6682732,0.70003766,0.72660404,0.7314774,0.73405427,0.73835015,0.7349138,0.73390615,0.7396959,0.73926884,0.73926884,0.685025,0.7190035,0.74060893,0.74473566,0.7350755,0.7336878,0.73484623,0.7362483,0.7398064,0.73559755,0.73559755,0.7049202,0.7417977,0.73334646,0.7339474,0.72416675,0.72780794,0.73203653,0.730004,0.7342743,0.7342743,0.72541845,0.7134083,0.72613543,0.7247729,0.71951455,0.71281356,0.7171368,0.72041076,0.720213,0.7050299,0.7050299,0.69771326,0.6966989,0.7153283,0.7161051,0.7131163,0.7038133,0.69860303,0.6922652,0.69266987,0.69266987,0.69403,0.6961006,0.70600235,0.70102096,0.7104625,0.70625013,0.68094707,0.67443734,0.6714504,0.68491775,0.68491775,0.6829045,0.6986708,0.7127859,0.69155806,0.7103209,0.7028779,0.67022485,0.6676027,0.66653645,0.6765715,0.6765715,0.68333715,0.69099957,0.70727044
458,2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2021-11-02,0.22759764,0.22007878,0.21562172,0.18323776,0.17011425,0.15646204,0.16713572,0.17029907,0.18972608,0.1830294,0.19862263,0.22093743,0.22474355,0.21583366,0.17582059,0.15352543,0.14494647,0.16635309,0.18211016,0.2010223,0.20099902,0.20683293,0.21854793,0.21619302,0.1894752,0.16453077,0.15794365,0.15239795,0.16107568,0.19658865,0.22123389,0.21312363,0.2195649,0.21331258,0.20516153,0.1865235,0.17330062,0.18030278,0.17270224,0.16746123,0.21019986,0.22418466,0.24045992,0.24045992,0.22188179,0.21206148,0.19885196,0.18832356,0.17702548,0.16556084,0.1862445,0.20258564,0.22812587,0.22812587,0.25647238,0.20635548,0.20908275,0.20205939,0.19754976,0.18565209,0.1883062,0.19923502,0.21372572,0.20399195,0.20399195,0.22026546,0.18804786,0.21362484,0.21991594,0.20125706,0.1870116,0.18942803,0.19913234,0.20756789,0.20756789,0.18822068,0.20503855,0.18496938,0.21145505,0.21438627,0.19165829,0.16488928,0.15365452,0.16883068,0.18608572,0.18608572,0.19699538,0.20604338,0.17851262,0.19370028,0.21393952,0.20086908,0.16952226,0.15271172,0.16290893,0.16290893,0.17206047,0.18205734,0.21738029,0.1628628,0.1725276,0.19213295,0.19766757,0.18297853,0.1718018,0.1773385,0.1773385,0.17999597,0.17270932,0.21867582,0.15228872,0.16713955,0.17282195,0.17096427,0.17115583,0.18568774,0.19679376,0.19679376,0.20025857,0.20176472,0.28591853
462,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2021-11-16,0.007800962,0.005742574,0.0019562782,0.0008322978,,,,,,,,0.008690985,0.0018031227,0.0026562552,0.000646388,0.0017790715,,0.00076566817,0.0001867747,,,,0.00953314,0.0031518934,0.0015259765,0.0012933612,0.00024254582,0.0006565192,,,,0.00012581321,,0.009450094,0.0077569033,0.0038458013,0.0019865157,0.0006672465,,0.00020598296,0.00045137457,0.00386574,0.0038355566,0.0038355566,0.0073014735,0.0052190935,0.005137837,0.0037390594,0.0042015715,0.0029197882,0.00241455,0.0006359035,0.0024165926,0.0024165926,0.0037414655,0.0066069365,0.0064097582,0.0044082827,0.004139619,0.006209214,0.004891878,0.002894102,0.0030396758,0.004388281,0.004388281,0.004583728,0.010121415,0.0063079097,0.0048183873,0.005814595,0.0062978896,0.005952631,0.0060053817,0.007449075,0.007449075,0.008894523,0.010753359,0.010818891,0.008528691,0.0057239663,0.0075948555,0.00486711,0.0029537014,0.005221963,0.009100661,0.009100661,0.011741195,0.019857977,0.009153501,0.0072669974,0.008802367,0.0071593206,0.0076629785,0.0072535453,0.0059274626,0.0059274626,0.0071428963,0.0099632675,0.017218271,0.0073423875,0.008336766,0.008466901,0.008457221,0.008164168,0.007482466,0.0074302917,0.0074302917,0.009191661,0.012330326,0.019497352,0.0057561016,0.009232962,0.011563918,0.010852725,0.009203649,0.0070674988,0.008184559,0.008184559,0.0103935385,0.012336031,0.018108934
464,2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021-12-07,0.19914289,0.21521702,0.225006,0.20191064,0.2011041,0.20275402,0.19569084,0.18027267,0.18224193,0.21245472,0.2738608,0.19479366,0.2092473,0.21606414,0.19980162,0.1625037,0.16157639,0.14576432,0.12531108,0.12491517,0.16279326,0.2508931,0.20830318,0.20620482,0.18683733,0.15212333,0.12486138,0.11124743,0.12071316,0.10698468,0.08414624,0.14281256,0.11451307,0.22079843,0.2106613,0.16111116,0.12559555,0.11122557,0.09878878,0.10096017,0.10353626,0.09406337,0.09836573,0.09836573,0.19893792,0.18441859,0.13583648,0.11510951,0.10678217,0.06809596,0.07925729,0.101270996,0.100692734,0.100692734,0.10885702,0.16322783,0.10690565,0.086584024,0.09509617,0.09613495,0.07800261,0.07506626,0.0902479,0.10152485,0.10152485,0.12519762,0.14473446,0.122624576,0.10936337,0.09821023,0.09567536,0.081058905,0.08578032,0.0950031,0.0950031,0.10570568,0.13776188,0.15967602,0.14774112,0.14859542,0.13258424,0.115450546,0.096437216,0.08641893,0.10940304,0.10940304,0.12719223,0.161258,0.17237256,0.16736363,0.16621648,0.16612774,0.13194647,0.12079635,0.117588595,0.117588595,0.12233175,0.13378458,0.1488691,0.17032883,0.16349466,0.18840654,0.18090545,0.1482958,0.14049006,0.14255197,0.14255197,0.13043937,0.12752791,0.13981016,0.15544505,0.14910549,0.16938576,0.18719724,0.1646151,0.15647264,0.1675862,0.1675862,0.15839598,0.13745265,0.13113037
467,2021-12-14,0.028971005,0.025568457,0.033659775,0.029338613,0.027867261,0.02285999,0.017205153,0.0129671665,0.016485356,0.016757749,0.00465597,0.038910117,0.03386532,0.03441249,0.032162387,0.021907385,0.020004768,0.0138625065,0.018436281,0.019928725,0.013147757,0.013017135,0.044198394,0.037689142,0.041351188,0.041510906,0.036087777,0.024731427,0.026326742,0.023639323,0.01775817,0.014185147,0.011754716,0.045110684,0.051727977,0.06230415,0.04229382,0.034227446,0.024695499,0.02588753,0.021982634,0.015695201,0.01342729,0.01342729,0.02591444,0.053012364,0.06891623,0.04751522,0.03181388,0.030891126,0.030160481,0.026292894,0.025025606,0.025025606,0.019568281,0.014086691,0.016373854,0.02892213,0.036628924,0.041198228,0.03661537,0.025153335,0.025611773,0.021965493,0.021965493,0.03180733,0.026559249,0.023541383,0.033071667,0.03351821,0.056021515,0.05292179,0.031881124,0.04276227,0.04276227,0.052372973,0.058276985,0.03792719,0.044343412,0.051073436,0.048952524,0.06933906,0.08195847,0.0500384,0.06644383,0.06644383,0.06376552,0.05507088,0.035141375,0.076957874,0.17530762,0.14828579,0.10876303,0.06720379,0.047653336,0.047653336,0.05954366,0.063535884,0.061751995,0.052606735,0.12774733,0.51406574,0.19318606,0.098759755,0.05760007,0.048068035,0.048068035,0.050792504,0.055748742,0.055283617,0.11752561,0.3146875,0.21851882,0.08570814,0.06509086,0.040323347,0.03917969,0.03917969,0.0335539,0.034993734,0.04853614
468,2021-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016155161,0.0012290777,0.0012290777,,,,,,,,,0.047244895,0.020515593,0.020515593,,,,,0.0032783097,0.034724865,0.007671231,,0.012194831,,,,,
469,2021-12-28,,,0.5456994,0.5240212,0.524945,0.5326718,0.52075434,0.501567,0.5242702,0.5273129,0.5337681,0.55341214,0.53911287,0.5464147,0.5387169,0.533787,,,,0.52760136,,0.5226657,,,,,,0.51373625,,,,0.48929426,0.48764768,,0.5209874,0.5211398,,,0.49290192,,0.486563,0.49234596,0.51411515,0.51411515,,0.51545846,0.5095224,0.50542575,,,,0.49219683,0.49324852,0.49324852,0.44925192,,,0.50221425,0.51098984,,,0.4751769,0.4968079,0.3179071,0.3179071,0.28043342,,0.51193213,0.50120074,,,0.47161365,0.3882985,0.24085324,0.24085324,0.22092326,0.23951142,0.5208789,0.52647406,0.51437443,,0.5307723,0.4669612,0.33297297,0.3382195,0.3382195,0.3587843,0.32764256,,0.5447007,0.54014486,0.36088455,0.37822348,0.39597094,0.48225468,0.48225468,0.44833118,0.49953973,0.4714529,,0.5644218,0.4891069,0.47183633,0.4675841,0.52776283,0.5614709,0.5614709,0.5709553,,0.5028384,0.53713244,0.57463515,0.452882,0.49752945,0.5268175,0.5058903,0.49830425,0.49830425,0.515836,0.487844,0.4750269
470,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
